ip (hidden),isHoneypot_new,IsCloud_old,IpwhoisNetsDescription,ISP_conclusion,OS_old,OS_accuracy,os_Shodan,tags_Shodan,OS_conclusion,OpenPortNum,hopNum,atgSUPER,atgUNLEAD,atgDIESEL,atgPREMIUM,atgTwoTimesCompare,domains_Shodan,hostnames_Shodan,isp_Shodan,org_Shodan,atgProduct1FirstTimeVolumeTC,atgProduct1SecondTimeVolumeTC,atgProduct1FirstTimeULLAGE,atgProduct1SecondTimeULLAGE,atgProduct2FirstTimeVolumeTC,atgProduct2SecondTimeVolumeTC,atgProduct2FirstTimeULLAGE,atgProduct2SecondTimeULLAGE,atgProduct3FirstTimeVolumeTC,atgProduct3SecondTimeVolumeTC,atgProduct3FirstTimeULLAGE,atgProduct3SecondTimeULLAGE,atgProduct4FirstTimeVolumeTC,atgProduct4SecondTimeVolumeTC,atgProduct4FirstTimeULLAGE,atgProduct4SecondTimeULLAGE,city,country,latitude,longitude,vulns_Shodan
180,honeypot,TRUE,Amazon Technologies Inc.,cloud,,,,,unknown,0,30,0,0,0,0,TRUE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ashburn,United States,39.0481,-77.4728,
181,honeypot,TRUE,"DigitalOcean, LLC",cloud,Linux 4.4,95,Ubuntu,cloud,Linux,0,30,0,0,0,0,TRUE,,,"DigitalOcean, LLC","DigitalOcean, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,United States,40.7214,-74.0052,
182,honeypot,TRUE,Amazon Technologies Inc.,cloud,Linux 2.6.32,92,,,Linux,1,20,0,0,0,0,TRUE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boardman,United States,45.8696,-119.688,
183,honeypot,TRUE,Amazon Technologies Inc.,cloud,,,,,unknown,0,20,0,0,0,0,TRUE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boardman,United States,45.8696,-119.688,
184,honeypot,TRUE,Amazon Technologies Inc.,cloud,,,,"vpn,cloud",unknown,0,20,0,0,0,0,TRUE,amazonaws.com,ec2-54-148-180-54.us-west-2.compute.amazonaws.com,"Amazon.com, Inc.",Amazon Technologies Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boardman,United States,45.8696,-119.688,"CVE-2019-0220,CVE-2014-0117,CVE-2014-0118,CVE-2020-1934,CVE-2014-3581,CVE-2016-0736,CVE-2020-35452,CVE-2015-3185,CVE-2015-3184,CVE-2015-3183,CVE-2018-1312,CVE-2017-9798,CVE-2014-0098,CVE-2022-28330,CVE-2017-15710,CVE-2016-8612,CVE-2014-0226,CVE-2019-0217,CVE-2014-3523,CVE-2022-22721,CVE-2022-22720,CVE-2019-10092,CVE-2013-5704,CVE-2019-17567,CVE-2017-15715,CVE-2013-6438,CVE-2016-2161,CVE-2019-10098,CVE-2022-37436,CVE-2017-7679,CVE-2021-40438,CVE-2022-30556,CVE-2021-34798,CVE-2022-31813,CVE-2022-23943,CVE-2020-1927,CVE-2018-17199,CVE-2017-9788,CVE-2014-8109,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2017-3167,CVE-2016-5387,CVE-2023-25690,CVE-2020-11985,CVE-2015-0228,CVE-2021-44790,CVE-2014-0231,CVE-2021-26690,CVE-2021-26691,CVE-2022-26377,CVE-2016-4975,CVE-2020-13938,CVE-2006-20001,CVE-2018-1283,CVE-2022-29404,CVE-2016-8743,CVE-2021-44224,CVE-2022-22719,CVE-2022-28615,CVE-2022-28614,CVE-2022-36760,CVE-2021-39275"
185,honeypot,FALSE,netcup GmbH,hosting,Linux 2.6.32,89,,,Linux,7,20,1,1,1,0,FALSE,yourvserver.net,v22015072921326576.yourvserver.net,netcup GmbH,netcup GmbH,3997,3632,6301,8625,2573,8928,3706,5573,4402,3355,9061,6765,6945,7660,9061,6765,,Germany,51.2993,9.491,
186,honeypot,FALSE,None,unknown,Linux 2.6.32,92,,,Linux,6,27,1,1,1,0,FALSE,,,,,2190,4498,8980,7136,2250,3808,8734,6375,8025,4435,4740,7613,3733,6158,4740,7613,,Japan,35.69,139.69,
187,honeypot,FALSE,VietNam Data Communication Company,telecom,Linux 2.6.32,96,,"self-signed,honeypot,vpn,doublepulsar,database",Linux,7,27,1,1,1,0,FALSE,"example.com,vnpt.vn","example.com,static.vnpt.vn",VNPT Corp,VietNam Data Communication Company,8152,2570,3293,3164,3597,4825,9972,9803,5086,4293,3641,6177,6223,7052,3641,6177,,Vietnam,16,106,MS17-010
188,honeypot,FALSE,"Beijing Baidu Netcom Science and Technology Co., Ltd.
Baidu Plaza, No.10, Shangdi 10th street,
Haidian District Beijing,100080",cloud,Linux 2.6.32,92,,,Linux,0,19,1,1,1,0,FALSE,,,,,6642,1967,7975,3205,8149,6594,6986,4448,6410,6746,8090,7646,1704,6789,8090,7646,,China,39.9289,116.3883,
189,honeypot,FALSE,,edu,Linux 2.6.32,96,Windows 7 Professional 7600,"self-signed,doublepulsar",unknown,7,19,1,1,1,0,FALSE,"ulg.ac.be,example.com","example.com,serv131.segi.ulg.ac.be",BELNET,University of Liege,2608,3392,3587,7163,1807,3547,7392,5670,1878,3716,7674,6389,8611,4155,7674,6389,Liège,Belgium,50.6412,5.5718,MS17-010
190,honeypot,FALSE,netcup GmbH,hosting,Linux 2.6.32,89,,,Linux,7,27,1,1,1,0,FALSE,yourvserver.net,v22015072921326586.yourvserver.net,netcup GmbH,netcup GmbH,4549,7766,3556,6353,1729,4397,9436,5076,4205,6305,8599,7625,1411,4761,8599,7625,,Germany,51.2993,9.491,
191,honeypot,FALSE,,unknown,Linux 4.4,100,,,Linux,7,19,1,1,1,0,FALSE,,,,,2172,2053,6828,9156,2980,6818,5135,7598,4319,5886,8621,9094,3983,2306,8621,9094,Rumia,Poland,54.5741,18.3941,
192,honeypot,FALSE,Google LLC,cloud,Linux 2.6.32,93,,,Linux,0,24,1,1,1,0,FALSE,,,,,8572,5147,4814,5040,4408,6901,3638,6451,3064,7775,4352,9393,2732,6734,4352,9393,,United States,38.6582,-77.2497,
193,honeypot,FALSE,,hosting,Linux 2.6.32,96,,"database,doublepulsar,medical,self-signed,honeypot,vpn",Linux,6,27,1,1,1,0,FALSE,rootshell.be,boogey.rootshell.be,Hivane,Hivane,2652,8886,5727,7201,8971,1914,3723,8874,8829,1413,8234,6773,7594,5299,8234,6773,,France,48.8582,2.3387,MS17-010
194,honeypot,FALSE,,hosting,Linux 2.6.32,89,,"honeypot,self-signed",Linux,7,24,1,1,1,0,FALSE,example.com,example.com,netcup GmbH,netcup GmbH,2042,1971,6874,4863,2259,6518,9566,5987,1339,4918,6571,4825,1744,6373,6571,4825,,Germany,51.2993,9.491,CVE-2020-1938
195,honeypot,FALSE,Baidu,cloud,Linux 2.6.32,89,,,Linux,0,25,1,1,1,0,FALSE,,,,,8354,5142,4034,4870,1888,6531,3703,8917,3836,2678,7680,8862,3993,1086,7680,8862,Arcadia,United States,34.125,-118.0496,
196,honeypot,FALSE,,hosting,Linux 2.6.32,93,,self-signed,Linux,7,20,1,1,1,0,FALSE,nicesrv.de,v2202110107782164553.nicesrv.de,netcup GmbH,netcup GmbH,4512,2873,3395,4522,5670,4959,6313,6695,5417,8456,5318,8865,6380,8901,5318,8865,,,,,
197,honeypot,FALSE,Kirchhoff Datensysteme IP Network,hosting,Linux 3.11 - 4.1,100,,"honeypot,vpn,self-signed,medical,database",Linux,1,27,1,1,1,0,FALSE,keyweb.de,h-217.114.221.156.keyweb.de,Keyweb AG,Kirchhoff Datensysteme IP Network,6549,3945,4636,6017,8429,2442,4349,8838,5994,4981,6762,9056,8504,8080,6762,9056,,Germany,51.2993,9.491,CVE-2020-1938
198,honeypot,FALSE,,hosting,Linux 2.6.32,89,,,Linux,7,24,1,1,1,0,FALSE,yourvserver.net,v22015072921326570.yourvserver.net,netcup GmbH,netcup GmbH,4002,7274,8154,3953,2671,5032,9820,6930,2916,4162,6440,7004,4312,8630,6440,7004,,Germany,51.2993,9.491,
199,honeypot,FALSE,Japan Network Information Center,edu,Linux 2.6.32,96,,,Linux,7,21,1,1,1,0,FALSE,,,,,1679,7976,8917,3275,7679,7419,7868,6746,4741,7227,3487,3284,8139,1941,3487,3284,,Japan,35.69,139.69,
200,honeypot,FALSE,OVH SAS,cloud,Linux 2.6.32,95,,,Linux,7,30,1,1,1,0,FALSE,,,,,4702,6972,8281,3412,4923,5819,6906,7312,5685,5064,8976,9795,4191,3627,8976,9795,,France,48.8582,2.3387,
201,honeypot,FALSE,,hosting,Linux 2.6.32,89,,"database,doublepulsar,medical,self-signed,honeypot,vpn",Linux,7,24,1,1,1,0,FALSE,example.com,example.com,netcup GmbH,netcup GmbH,3705,5873,7098,6503,2121,7628,9194,7928,7709,5434,8344,7283,8790,5624,8344,7283,,Germany,51.2993,9.491,"CVE-2020-1938,MS17-010"
202,honeypot,FALSE,Google LLC,cloud,,,,cloud,unknown,0,27,1,1,1,0,FALSE,googleusercontent.com,220.178.220.35.bc.googleusercontent.com,Google LLC,Google LLC,7211,2702,9470,7030,7044,4323,4562,4525,8856,2137,5241,3895,2446,4802,5241,3895,Mountain View,United States,37.4192,-122.0574,
203,honeypot,FALSE,ITS TELECOMUNICACOES LTDA,telecom,Linux 2.6.32,96,,,Linux,7,27,1,1,1,0,FALSE,,,,,3026,2103,6444,4662,6605,7538,9385,3440,8371,7720,7817,8353,4034,6290,7817,8353,Salvador,Brazil,-12.9833,-38.5167,
204,honeypot,FALSE,"Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co)
No.2018 Xuegang Road,Bantian street,Longgang District,
Shenzhen,Guangdong Province, 518129 P.R.China",cloud,Linux 2.6.32,96,,"honeypot,vpn,self-signed,database",Linux,1,27,1,1,1,0,FALSE,"hwclouds-dns.com,example.com","example.com,ecs-139-9-184-208.compute.hwclouds-dns.com",Huawei Cloud Service data center,Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co),6902,2207,5623,8187,4100,3252,9093,7578,7954,1743,4210,3285,7789,1975,4210,3285,,China,34.7725,113.7266,
205,honeypot,FALSE,,hosting,Linux 2.6.32,89,,"honeypot,vpn,self-signed,medical,database",Linux,7,19,1,1,1,0,FALSE,example.com,example.com,netcup GmbH,netcup GmbH,6884,5132,9164,4560,1281,2562,7555,6959,1096,4820,3171,5405,3137,7955,3171,5405,,Germany,51.2993,9.491,
206,honeypot,FALSE,"11 Hanbury St
London, E1 6QR
United Kingdom",VPS,,,,"honeypot,self-signed,cloud,database",unknown,0,21,1,1,1,0,FALSE,vultrusercontent.com,192.248.153.82.vultrusercontent.com,"The Constant Company, LLC","The Constant Company, LLC",5168,7112,9454,8067,5242,8443,6597,5122,3465,3708,6702,6790,1965,7653,6702,6790,,United States,33.7529,-116.0556,"CVE-2020-28016,CVE-2010-2024,CVE-2020-28010,CVE-2020-28013,CVE-2020-28012,CVE-2020-28015,CVE-2020-28014,CVE-2020-28017,CVE-2010-2023,CVE-2022-37452,CVE-2022-37451,CVE-2017-1000369,CVE-2011-0017,CVE-2021-27216,CVE-2011-1764,CVE-2020-28024,CVE-2020-28025,CVE-2020-28026,CVE-2020-28020,CVE-2020-28021,CVE-2020-28022,CVE-2020-28023,CVE-2016-1531,CVE-2020-28007,CVE-2016-9963,CVE-2020-28008,CVE-2020-28009,CVE-2020-28011,CVE-2010-4345,CVE-2010-4344,CVE-2018-6789,CVE-2014-2957,CVE-2014-2972,CVE-2019-15846,CVE-2020-8015,CVE-2020-12783"
207,honeypot,FALSE,"Aliyun Computing Co., LTD
5F, Builing D, the West Lake International Plaza of S&T
No.391 Wen'er Road, Hangzhou, Zhejiang, China, 310099",cloud,Linux 2.6.32,96,,,Linux,0,15,1,1,1,0,FALSE,,,,,8330,4892,8472,7386,2385,8856,7765,7913,4274,1091,8582,3101,2754,1373,8582,3101,,China,34.7725,113.7266,
208,honeypot,FALSE,,hosting,Linux 2.6.32,89,,"database,doublepulsar,medical,self-signed,honeypot,vpn",Linux,7,22,1,1,1,0,FALSE,example.com,example.com,netcup GmbH,netcup GmbH,7948,4054,3617,6184,6682,6755,8528,6807,2703,7781,6384,6000,8925,4493,6384,6000,,Germany,51.2993,9.491,"CVE-2020-1938,MS17-010"
209,honeypot,FALSE,,unknown,Linux 2.6.32 or 3.10,92,,,Linux,0,30,1,1,1,0,FALSE,,,,,2789,6248,4215,4520,8520,8144,3432,4919,6158,3172,5781,4896,2696,1335,5781,4896,Vilnius,Republic of Lithuania,54.6684,25.2918,
210,honeypot,FALSE,Google LLC,cloud,Linux 2.6.32,93,,cloud,Linux,0,26,1,1,1,0,FALSE,googleusercontent.com,10.66.193.35.bc.googleusercontent.com,Google LLC,Google LLC,8011,7401,3896,8579,8670,3716,6863,9290,1583,8869,8925,9956,5156,1395,8925,9956,,United States,38.6582,-77.2497,
211,honeypot,FALSE,netcup GmbH,hosting,Acorp W400G or W422G wireless ADSL modem (MontaVista embedded Linux 2.4.17),96,,"database,doublepulsar,medical,self-signed,honeypot,vpn",proprietary,7,23,1,1,1,0,FALSE,"example.com,yourvserver.net","example.com,v22015072921326571.yourvserver.net",netcup GmbH,netcup GmbH,5271,2285,8658,4982,5928,6797,9088,3053,3454,6817,5434,6208,3457,3646,5434,6208,,Germany,51.2993,9.491,"CVE-2020-1938,MS17-010"
212,honeypot,FALSE,,hosting,Linux 2.6.32,89,,"database,doublepulsar,medical,self-signed,honeypot,vpn",Linux,7,26,1,1,1,0,FALSE,example.com,example.com,netcup GmbH,netcup GmbH,4488,6310,5605,3577,5879,6534,4848,7988,3068,2419,8253,9969,5509,5555,8253,9969,,Germany,51.2993,9.491,"CVE-2020-1938,MS17-010"
213,honeypot,FALSE,,hosting,Linux 2.6.32,95,Ubuntu,,Linux,7,26,1,1,1,0,FALSE,your-server.de,static.180.156.203.116.clients.your-server.de,Hetzner Online GmbH,Hetzner Online GmbH,4347,7853,4794,6172,7782,7566,8458,6105,8320,8900,3362,7579,5913,2112,3362,7579,Chittaranjan,India,23.8667,86.8667,
214,honeypot,FALSE,"Aliyun Computing Co., LTD
5F, Builing D, the West Lake International Plaza of S&T
No.391 Wen'er Road, Hangzhou, Zhejiang, China, 310099",cloud,Linux 2.6.32,96,,,Linux,0,27,1,1,1,0,FALSE,,,"Hangzhou Alibaba Advertising Co.,Ltd.","Aliyun Computing Co., LTD",3926,7598,4821,6493,2934,3128,8674,6420,7572,6157,9325,5227,1149,2066,9325,5227,,China,34.7725,113.7266,"CVE-2018-20685,CVE-2017-15906,CVE-2021-36368,CVE-2020-14145,CVE-2018-15473,CVE-2020-15778,CVE-2021-41617,CVE-2023-28531,CVE-2018-15919,CVE-2016-20012,CVE-2019-6110,CVE-2019-6111,CVE-2019-6109"
215,honeypot,FALSE,HKBN Enterprise Solutions HK Limited,unknown,Linux 2.6.32,96,,,Linux,7,19,1,1,1,0,FALSE,,,HKBN Enterprise Solutions HK Limited,HKBN Enterprise Solutions HK Limited,1292,8497,9282,9027,8046,3311,9362,9939,3946,1308,3503,7546,6497,1522,3503,7546,,Hong Kong,22.25,114.1667,
216,honeypot,FALSE,"Consolidated Communications, Inc.",telecom,Linux 4.9,92,,,Linux,6,23,1,1,1,0,FALSE,,,,,6528,7769,4278,4282,6812,1477,7139,9542,7032,2157,4609,7766,4818,6328,4609,7766,Olathe,United States,38.8518,-94.7786,
217,honeypot,FALSE,Japan Network Information Center,edu,FreeBSD 6.2-RELEASE,86,,"self-signed,honeypot,doublepulsar,medical",Unix,7,27,1,1,1,0,FALSE,,,Kanazawa Institute of Technology,Kanazawa Institute of Technology,4153,1851,4205,3401,1899,5059,8036,7520,6945,7660,7957,9859,4448,7288,7957,9859,Nonoichi,Japan,36.5559,136.6901,MS17-010
218,honeypot,FALSE,Japan Network Information Center,edu,Linux 2.6.32,95,,"database,doublepulsar,medical,self-signed,honeypot,vpn",Linux,6,27,1,1,1,0,FALSE,example.com,example.com,National Institute of Information and Communications Technology,Japan Network Information Center,1194,6415,5890,3412,1066,2793,8966,8740,6926,7687,3946,7506,7038,2428,3946,7506,,Japan,35.69,139.69,"CVE-2020-1938,MS17-010"
219,honeypot,FALSE,Japan Network Information Center,edu,Linux 4.0,94,,,Linux,7,20,1,1,1,0,FALSE,,,,,2090,7808,4821,8975,3864,3622,5500,4757,6709,6391,5335,8974,1957,8895,5335,8974,,Japan,36.6596,139.8226,
220,honeypot,FALSE,"Internet Initiative Japan Inc.
Iidabashi Grand Bloom,
2-10-2 Fujimi, Chiyoda-ku,
Tokyo, 102-0071 Japan",ambiguous,Linux 2.6.32,91,,,Linux,0,24,1,1,1,0,FALSE,,,,,7815,3143,8909,4358,7648,5005,7140,3822,3175,8840,4527,3059,6961,4751,4527,3059,Sendai,Japan,38.4239,141.3002,
221,honeypot,FALSE,"Beijing Kingsoft Cloud Internet Technology Co., Ltd.
Kingsoft Tower,No.33 Xiao Ying West Road,Haidian District,Beijing,China",cloud,Linux 2.6.32,94,,"honeypot,vpn,self-signed,database",Linux,7,13,1,1,1,0,FALSE,example.com,example.com,"Beijing Kingsoft Cloud Internet Technology Co., Ltd","Beijing Kingsoft Cloud Internet Technology Co., Ltd.",3615,8344,8966,9930,7705,1305,3723,4593,2880,8190,4176,9877,6997,5351,4176,9877,,China,39.9289,116.3883,"CVE-2020-28016,CVE-2010-2024,CVE-2020-28010,CVE-2020-28013,CVE-2020-28012,CVE-2020-28015,CVE-2020-28014,CVE-2020-28017,CVE-2010-2023,CVE-2022-37452,CVE-2022-37451,CVE-2017-1000369,CVE-2011-0017,CVE-2021-27216,CVE-2011-1764,CVE-2020-28024,CVE-2020-28025,CVE-2020-28026,CVE-2020-28020,CVE-2020-28021,CVE-2020-28022,CVE-2020-28023,CVE-2016-1531,CVE-2020-28007,CVE-2016-9963,CVE-2020-28008,CVE-2020-28009,CVE-2020-28011,CVE-2010-4345,CVE-2010-4344,CVE-2018-6789,CVE-2014-2957,CVE-2014-2972,CVE-2019-15846,CVE-2020-8015,CVE-2020-12783"
222,honeypot,FALSE,,unknown,Linux 4.4,99,,,Linux,7,23,1,1,1,0,FALSE,,,,,5770,4647,6458,9261,2175,2045,8122,8972,7591,6357,4020,7377,6904,2232,4020,7377,,Poland,52.2394,21.0362,
223,honeypot,FALSE,Japan Network Information Center,edu,Linux 2.6.32,96,,,Linux,7,24,1,1,1,0,FALSE,,,,,9003,6558,6851,9236,1231,3865,9523,8320,6893,2860,3653,4358,5646,5675,3653,4358,Narashino,Japan,35.6833,140.05,
224,honeypot,FALSE,"Energis Polska
National IP Dialup Services",telecom,Linux 4.4,100,,,Linux,7,21,1,1,1,0,FALSE,,,,,8537,1142,9977,5481,1382,1061,5203,7564,4067,1599,8416,6056,3586,8216,8416,6056,,Poland,52.2394,21.0362,
225,honeypot,FALSE,"Hanauer Landstrae 302
60314 Frankfurt am Main
Germany",VPS,,,,"database,self-signed,doublepulsar,honeypot,vpn,cloud",unknown,7,24,1,1,1,0,FALSE,vultrusercontent.com,80.240.28.16.vultrusercontent.com,"The Constant Company, LLC",Hanauer Landstraße 302,8513,5955,9667,7925,6377,1319,3178,6866,1844,6765,3332,8879,2224,1029,3332,8879,,Germany,51.2993,9.491,"CVE-2020-28016,CVE-2010-2024,CVE-2020-28010,CVE-2020-28013,CVE-2020-28012,CVE-2020-28015,CVE-2020-28014,CVE-2020-28017,CVE-2010-2023,CVE-2022-37452,CVE-2022-37451,CVE-2017-1000369,CVE-2011-0017,CVE-2021-27216,CVE-2011-1764,CVE-2020-28024,CVE-2020-28025,CVE-2020-28026,CVE-2020-28020,CVE-2020-28021,CVE-2020-28022,CVE-2020-28023,CVE-2016-1531,MS17-010,CVE-2020-28007,CVE-2016-9963,CVE-2020-28008,CVE-2020-28009,CVE-2020-28011,CVE-2010-4345,CVE-2010-4344,CVE-2018-6789,CVE-2014-2957,CVE-2014-2972,CVE-2019-15846,CVE-2020-8015,CVE-2020-12783"
226,honeypot,FALSE,"Beijing Baidu Netcom Science and Technology Co., Ltd.
Baidu Plaza, No.10, Shangdi 10th street,
Haidian District Beijing,100080",cloud,Linux 2.6.32,92,,,Linux,0,30,1,1,1,0,FALSE,,,,,7854,4144,7273,5708,3581,2303,3728,7202,9048,8381,6483,5481,6673,5195,6483,5481,,China,39.9289,116.3883,
227,honeypot,FALSE,Google LLC,cloud,Linux 4.0,86,,,Linux,6,27,1,1,1,0,FALSE,,,,,5960,7135,6329,9303,8939,7780,7968,9021,6068,6885,8932,7309,5846,7256,8932,7309,,United States,37.751,-97.822,
228,honeypot,FALSE,,hosting,Linux 2.6.32,89,,"honeypot,self-signed,medical,database",Linux,7,27,1,1,1,0,FALSE,example.com,example.com,netcup GmbH,netcup GmbH,8059,5498,3028,4717,3413,6077,7216,5703,2236,3751,8149,5241,3146,6058,8149,5241,,Germany,51.2993,9.491,CVE-2020-1938
229,honeypot,FALSE,,cloud,Linux 2.6.32,96,Ubuntu,,Linux,7,23,1,1,1,0,FALSE,ovh.net,vps-20b47389.vps.ovh.net,OVH SAS,OVH Sp. z o. o.,1791,4833,5385,3415,5782,5999,9552,8572,5041,1053,4548,9569,1773,1558,4548,9569,,France,48.8582,2.3387,
230,honeypot,FALSE,,unknown,Linux 2.6.32,96,,,Linux,7,26,1,1,1,0,FALSE,,,,,2013,1293,8704,6229,8404,4858,9754,8129,4287,6518,6487,4012,2783,5534,6487,4012,Frankfurt am Main,Germany,50.1153,8.6823,
231,honeypot,FALSE,SHARED HOSTING IP SPACE,hosting,Linux 2.6.32,96,,,Linux,7,23,1,1,1,0,FALSE,,,,,5667,5823,6608,8809,5567,5939,6689,8751,6727,1854,8718,8203,8096,3561,8718,8203,Vila do Conde,Portugal,41.3548,-8.7434,
232,honeypot,FALSE,"PT. INTERLINK TECHNOLOGY
Internet Service Provider
Cyber Data Centre 5th Floor
Cyber Building.
Jl. Kuningan Barat no. 8
Jakarta Selatan, 12710",datacenter,Linux 2.6.32,96,,"honeypot,vpn,self-signed,medical,database",Linux,6,22,1,1,1,0,FALSE,"example.com,bmkg.go.id","example.com,ip-182-16-248-179.bmkg.go.id","INTERLINK TECHNOLOGY, PT",PT CJ Internet Indonesia,4933,3938,5246,9983,5708,1683,9079,4213,2432,6420,9052,8150,5196,9047,9052,8150,,Indonesia,-6.175,106.8286,CVE-2020-1938
233,honeypot,FALSE,,VPS,Linux 2.6.32,96,,,Linux,1,30,1,1,1,0,FALSE,ovh.net,vps-0c89bd2d.vps.ovh.net,OVH SAS,OVH SAS,1641,4901,3479,6353,8235,4331,8950,8391,6364,3430,5912,9465,1630,6886,5912,9465,,Norway,59.95,10.75,
234,honeypot,FALSE,"Stockholm University
SE-106 91 Stockholm
SWEDEN",edu,Linux 2.6.32,94,,,Linux,6,26,1,1,1,0,FALSE,,,,,8055,4759,8036,6945,7891,7842,6427,5091,2612,8379,3728,7706,1417,2338,3728,7706,Stockholm,Sweden,59.3333,18.05,
235,honeypot,FALSE,Kingsoft Cloud Corporation Limited,cloud,Linux 2.6.32,94,,"doublepulsar,honeypot,vpn,self-signed,database",Linux,0,27,1,1,1,0,FALSE,example.com,example.com,Kingsoft cloud corporation limited,Kingsoft Cloud Corporation Limited,8101,2697,7105,4605,3495,3834,6855,8309,6822,6848,6903,9938,6730,2324,6903,9938,Houston,United States,29.9521,-95.4484,"CVE-2020-28016,CVE-2010-2024,CVE-2020-28010,CVE-2020-28013,CVE-2020-28012,CVE-2020-28015,CVE-2020-28014,CVE-2020-28017,CVE-2010-2023,CVE-2022-37452,CVE-2022-37451,CVE-2017-1000369,CVE-2011-0017,CVE-2021-27216,CVE-2011-1764,CVE-2020-28024,CVE-2020-28025,CVE-2020-28026,CVE-2020-28020,CVE-2020-28021,CVE-2020-28022,CVE-2020-28023,CVE-2016-1531,MS17-010,CVE-2020-28007,CVE-2016-9963,CVE-2020-28008,CVE-2020-28009,CVE-2020-28011,CVE-2010-4345,CVE-2010-4344,CVE-2018-6789,CVE-2014-2957,CVE-2014-2972,CVE-2019-15846,CVE-2020-8015,CVE-2020-12783"
236,honeypot,FALSE,"Aliyun Computing Co., LTD
5F, Builing D, the West Lake International Plaza of S&T
No.391 Wen'er Road, Hangzhou, Zhejiang, China, 310099",cloud,Linux 2.6.32,96,,,Linux,0,18,1,1,1,0,FALSE,,,,,1470,2225,4360,7223,8183,6557,6277,9869,6129,3510,3056,4652,5842,7189,3056,4652,,China,34.7725,113.7266,
237,honeypot,FALSE,"SAKURA Internet Inc.
Grandfront Osaka Bldg. Tower-A 35F, 4-20, Ofukacho, Kita-ku, Osaka 530-0011 Japan",datacenter,Linux 2.6.32,96,,"honeypot,vpn,self-signed,database",Linux,0,24,1,1,1,0,FALSE,"sakura.ne.jp,example.com","ik1-341-30723.vs.sakura.ne.jp,example.com",SAKURA Internet Inc.,SAKURA Internet Inc.,6556,7133,5693,4224,7443,8891,8815,5421,6477,5062,4513,7344,7438,8117,4513,7344,Osaka,Japan,34.6864,135.52,CVE-2020-1938
238,honeypot,FALSE,Static IP's for Telefiber AS,telecom,Linux 4.0,92,,self-signed,Linux,7,30,1,1,1,0,FALSE,telefiber.no,94-139-88-221.bb.cust.telefiber.no,Telefiber AS,Telefiber AS,1106,4822,6156,6967,3800,2440,7047,8843,5601,1102,9883,9237,4794,4171,9883,9237,Fyresdal,Norway,59.1834,8.0921,
239,honeypot,FALSE,,cloud,Linux 2.6.32,96,,"honeypot,database",Linux,7,23,1,1,1,0,FALSE,,,Ecritel SASU,Ecritel SASU,2036,1298,7695,5455,4742,7356,8135,8954,7348,6926,3069,3339,3353,5006,3069,3339,,France,48.8582,2.3387,
240,honeypot,FALSE,"SAKURA Internet Inc.
Grandfront Osaka Bldg. Tower-A 35F, 4-20, Ofukacho, Kita-ku, Osaka 530-0011 Japan",datacenter,Linux 2.6.32,96,,"honeypot,vpn,self-signed,medical,database",Linux,7,24,1,1,1,0,FALSE,n-taku.com,serv.n-taku.com,SAKURA Internet Inc.,SAKURA Internet Inc.,3810,8609,9102,9434,5132,3289,6218,7203,4566,3600,4474,6810,1006,8331,4474,6810,Osaka,Japan,34.6864,135.52,CVE-2020-1938
241,honeypot,FALSE,"Aliyun Computing Co., LTD
5F, Builing D, the West Lake International Plaza of S&T
No.391 Wen'er Road, Hangzhou, Zhejiang, China, 310099",cloud,Linux 2.6.32,96,,,Linux,0,22,1,1,1,0,FALSE,ezongji.cn,ezongji.cn,"Hangzhou Alibaba Advertising Co.,Ltd.","Aliyun Computing Co., LTD",1521,4931,9810,4196,2374,8083,7626,3028,3730,1015,9700,6411,3447,2207,9700,6411,,China,34.7725,113.7266,"CVE-2018-20685,CVE-2017-15906,CVE-2021-36368,CVE-2020-14145,CVE-2018-15473,CVE-2020-15778,CVE-2021-41617,CVE-2023-28531,CVE-2018-15919,CVE-2016-20012,CVE-2019-6110,CVE-2019-6111,CVE-2019-6109"
242,honeypot,FALSE,Failover Ips,cloud,Linux 2.6.32,95,,starttls,Linux,4,22,1,1,1,0,FALSE,gestmailing.net,mail01.gestmailing.net,OVH SAS,IT ENCORE BRS SERVICES EU IT ENCORE EU NETWORK,2040,0,3007,0,3214,0,7098,0,1983,0,7630,0,2301,0,7630,0,,France,48.8582,2.3387,
243,honeypot,FALSE,Mammoth Media Pty Ltd,hosting,Linux 2.6.32,96,Windows (Build 10.0.20348),self-signed,Linux,6,22,1,1,1,0,FALSE,Collins.,Collins,Mammoth Media Pty Ltd,Mammoth Media Pty Ltd,8452,8294,7517,3640,2911,1847,9945,3945,3941,2559,8913,6784,5482,8923,8913,6784,,Australia,-33.494,143.2104,
