ip (hidden）,isHoneypot_new,IsCloud_old,ISP_conclusion,OS_conclusion,OS_old,OS_accuracy,os_Shodan,tags_Shodan,OpenPortNum,hopNum,s7NameOfThePLC,s7PlantIdentification,s7SerialNumberOfModule,s7time5After,s7ResponseTime,IpwhoisNetsDescription,domains_Shodan,hostnames_Shodan,isp_Shodan,org_Shodan,city,country,latitude,longitude,vulns_Shodan,identities
351,honeypot,FALSE,hosting,Linux,Linux 2.6.32,91,,"ics,honeypot",1,23,"Production Management, H",JJ Essex LLC,88111222,FALSE,0.408500016,"***********************************************************
* As ISP we provide hosting, virtual and dedicated servers.
*
* Those services are self managed by our customers
* therefore, we are not using this IP space ourselves
* and it could be assigned to various end customers.
* In case of issues related with SPAM, Fraud, Phishing
* DDoS, port scans or others, feel free to contact us
* with relevant info. Abuse email: abuse@greenfloid.com",hostry.com,vps.hostry.com,GREEN FLOID LLC,Green Floid LLC,,,,,,
352,honeypot,TRUE,cloud,Linux,Linux 3.11 - 4.1,97,,cloud,3,20,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.307749987,"DigitalOcean, LLC",hoomes.com.br,api.hoomes.com.br,"DigitalOcean, LLC","DigitalOcean, LLC",New York,United States,40.7214,-74.0052,"CVE-2023-0662,CVE-2023-0567,CVE-2023-0568,CVE-2022-37454",
353,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,22,Technodrome,Mouser Factory,88111222,FALSE,0.231999993,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
354,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.232749999,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
355,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,20,Technodrome,Mouser Factory,88111222,FALSE,0.233749986,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
356,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,20,Technodrome,Mouser Factory,88111222,FALSE,0.232499897,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
357,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,27,Technodrome,Mouser Factory,88111222,FALSE,0.232500017,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
358,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.232500017,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
359,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.232749999,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
360,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.233250022,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
361,honeypot,TRUE,cloud,unknown,,,,cloud,1,20,SAAP7-SERVER,,S C-C2UR28922012,TRUE,0.356000006,"DigitalOcean, LLC",,,"DigitalOcean, LLC","DigitalOcean, LLC",New York,United States,40.7214,-74.0052,"CVE-2019-0196,CVE-2020-1934,CVE-2021-34798,CVE-2020-35452,CVE-2022-29404,CVE-2022-22721,CVE-2006-20001,CVE-2022-28330,CVE-2020-11993,CVE-2019-10081,CVE-2019-0217,CVE-2019-0197,CVE-2019-0215,CVE-2021-33193,CVE-2019-0211,CVE-2019-10092,CVE-2019-17567,CVE-2019-10097,CVE-2022-31813,CVE-2019-10098,CVE-2022-37436,CVE-2021-40438,CVE-2021-36160,CVE-2023-22622,CVE-2022-23943,CVE-2020-1927,CVE-2022-43504,CVE-2019-0220,CVE-2022-43500,CVE-2022-22719,CVE-2022-22720,CVE-2022-36760,CVE-2023-25690,CVE-2022-21663,CVE-2020-9490,CVE-2021-44224,CVE-2020-11984,CVE-2021-44790,CVE-2022-3590,CVE-2021-26690,CVE-2021-26691,CVE-2022-26377,CVE-2022-28614,CVE-2020-13938,CVE-2019-9517,CVE-2019-10082,CVE-2022-43497,CVE-2021-39275,CVE-2022-28615,CVE-2022-30556,CVE-2023-27522",
362,honeypot,TRUE,VPS,Linux,Linux 4.4,100,,"honeypot,self-signed,cloud,database",5,19,Technodrome,Mouser Factory,88111222,FALSE,0.345499992,"Choopa, LLC",vultrusercontent.com,140.82.56.253.vultrusercontent.com,"The Constant Company, LLC","Vultr Holdings, LLC",Amsterdam,Netherlands,52.3904,4.6563,"CVE-2009-0819,CVE-2012-0490,CVE-2014-0118,CVE-2022-28614,CVE-2017-9798,CVE-2008-4098,CVE-2012-0102,CVE-2012-0101,CVE-2022-29404,CVE-2015-3183,CVE-2010-1626,CVE-2009-2446,CVE-2010-3682,CVE-2012-0087,CVE-2014-0098,CVE-2007-5925,CVE-2022-28330,CVE-2012-3499,CVE-2012-4558,CVE-2008-7247,CVE-2013-1896,CVE-2016-8612,CVE-2014-0226,CVE-2008-2079,CVE-2010-3836,CVE-2022-22721,CVE-2022-22720,CVE-2010-3834,CVE-2013-5704,CVE-2017-7679,CVE-2010-3837,CVE-2009-4019,CVE-2013-6438,CVE-2010-3833,CVE-2012-2687,CVE-2010-3677,CVE-2022-37436,CVE-2010-3838,CVE-2016-5387,CVE-2008-0226,CVE-2021-40438,CVE-2015-2575,CVE-2022-31813,CVE-2012-0114,CVE-2008-0455,CVE-2017-9788,CVE-2012-0484,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2017-3167,CVE-2021-34798,CVE-2012-0075,CVE-2012-0883,CVE-2017-3169,CVE-2015-0228,CVE-2021-44790,CVE-2008-3963,CVE-2014-0231,CVE-2009-4028,CVE-2013-1862,CVE-2010-1621,CVE-2016-4975,CVE-2006-20001,CVE-2016-8743,CVE-2022-22719,CVE-2022-28615,CVE-2022-30556,CVE-2021-39275",
363,honeypot,TRUE,VPS,Linux,Linux 4.4,100,,"honeypot,self-signed,cloud,database",5,19,Technodrome,Mouser Factory,88111222,FALSE,0.345499992,"Choopa, LLC",vultrusercontent.com,140.82.56.253.vultrusercontent.com,"The Constant Company, LLC","Vultr Holdings, LLC",Amsterdam,Netherlands,52.3904,4.6563,"CVE-2009-0819,CVE-2012-0490,CVE-2014-0118,CVE-2022-28614,CVE-2017-9798,CVE-2008-4098,CVE-2012-0102,CVE-2012-0101,CVE-2022-29404,CVE-2015-3183,CVE-2010-1626,CVE-2009-2446,CVE-2010-3682,CVE-2012-0087,CVE-2014-0098,CVE-2007-5925,CVE-2022-28330,CVE-2012-3499,CVE-2012-4558,CVE-2008-7247,CVE-2013-1896,CVE-2016-8612,CVE-2014-0226,CVE-2008-2079,CVE-2010-3836,CVE-2022-22721,CVE-2022-22720,CVE-2010-3834,CVE-2013-5704,CVE-2017-7679,CVE-2010-3837,CVE-2009-4019,CVE-2013-6438,CVE-2010-3833,CVE-2012-2687,CVE-2010-3677,CVE-2022-37436,CVE-2010-3838,CVE-2016-5387,CVE-2008-0226,CVE-2021-40438,CVE-2015-2575,CVE-2022-31813,CVE-2012-0114,CVE-2008-0455,CVE-2017-9788,CVE-2012-0484,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2017-3167,CVE-2021-34798,CVE-2012-0075,CVE-2012-0883,CVE-2017-3169,CVE-2015-0228,CVE-2021-44790,CVE-2008-3963,CVE-2014-0231,CVE-2009-4028,CVE-2013-1862,CVE-2010-1621,CVE-2016-4975,CVE-2006-20001,CVE-2016-8743,CVE-2022-22719,CVE-2022-28615,CVE-2022-30556,CVE-2021-39275",
364,honeypot,TRUE,VPS,Linux,Linux 3.11 - 4.1,99,,"honeypot,self-signed,cloud,database",5,20,Technodrome,Mouser Factory,88111222,FALSE,0.358250022,"Choopa, LLC",vultrusercontent.com,140.82.56.253.vultrusercontent.com,"The Constant Company, LLC","Vultr Holdings, LLC",Amsterdam,Netherlands,52.3904,4.6563,"CVE-2009-0819,CVE-2012-0490,CVE-2014-0118,CVE-2022-28614,CVE-2017-9798,CVE-2008-4098,CVE-2012-0102,CVE-2012-0101,CVE-2022-29404,CVE-2015-3183,CVE-2010-1626,CVE-2009-2446,CVE-2010-3682,CVE-2012-0087,CVE-2014-0098,CVE-2007-5925,CVE-2022-28330,CVE-2012-3499,CVE-2012-4558,CVE-2008-7247,CVE-2013-1896,CVE-2016-8612,CVE-2014-0226,CVE-2008-2079,CVE-2010-3836,CVE-2022-22721,CVE-2022-22720,CVE-2010-3834,CVE-2013-5704,CVE-2017-7679,CVE-2010-3837,CVE-2009-4019,CVE-2013-6438,CVE-2010-3833,CVE-2012-2687,CVE-2010-3677,CVE-2022-37436,CVE-2010-3838,CVE-2016-5387,CVE-2008-0226,CVE-2021-40438,CVE-2015-2575,CVE-2022-31813,CVE-2012-0114,CVE-2008-0455,CVE-2017-9788,CVE-2012-0484,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2017-3167,CVE-2021-34798,CVE-2012-0075,CVE-2012-0883,CVE-2017-3169,CVE-2015-0228,CVE-2021-44790,CVE-2008-3963,CVE-2014-0231,CVE-2009-4028,CVE-2013-1862,CVE-2010-1621,CVE-2016-4975,CVE-2006-20001,CVE-2016-8743,CVE-2022-22719,CVE-2022-28615,CVE-2022-30556,CVE-2021-39275",
365,honeypot,TRUE,VPS,Linux,Linux 3.11 - 4.1,99,,"honeypot,self-signed,cloud,database",5,20,Technodrome,Mouser Factory,88111222,FALSE,0.358250022,"Choopa, LLC",vultrusercontent.com,140.82.56.253.vultrusercontent.com,"The Constant Company, LLC","Vultr Holdings, LLC",Amsterdam,Netherlands,52.3904,4.6563,"CVE-2009-0819,CVE-2012-0490,CVE-2014-0118,CVE-2022-28614,CVE-2017-9798,CVE-2008-4098,CVE-2012-0102,CVE-2012-0101,CVE-2022-29404,CVE-2015-3183,CVE-2010-1626,CVE-2009-2446,CVE-2010-3682,CVE-2012-0087,CVE-2014-0098,CVE-2007-5925,CVE-2022-28330,CVE-2012-3499,CVE-2012-4558,CVE-2008-7247,CVE-2013-1896,CVE-2016-8612,CVE-2014-0226,CVE-2008-2079,CVE-2010-3836,CVE-2022-22721,CVE-2022-22720,CVE-2010-3834,CVE-2013-5704,CVE-2017-7679,CVE-2010-3837,CVE-2009-4019,CVE-2013-6438,CVE-2010-3833,CVE-2012-2687,CVE-2010-3677,CVE-2022-37436,CVE-2010-3838,CVE-2016-5387,CVE-2008-0226,CVE-2021-40438,CVE-2015-2575,CVE-2022-31813,CVE-2012-0114,CVE-2008-0455,CVE-2017-9788,CVE-2012-0484,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2017-3167,CVE-2021-34798,CVE-2012-0075,CVE-2012-0883,CVE-2017-3169,CVE-2015-0228,CVE-2021-44790,CVE-2008-3963,CVE-2014-0231,CVE-2009-4028,CVE-2013-1862,CVE-2010-1621,CVE-2016-4975,CVE-2006-20001,CVE-2016-8743,CVE-2022-22719,CVE-2022-28615,CVE-2022-30556,CVE-2021-39275",
366,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,22,Technodrome,Mouser Factory,88111222,FALSE,0.233749986,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
367,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.23300004,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
368,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,22,Technodrome,Mouser Factory,88111222,FALSE,0.232249975,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
369,honeypot,FALSE,UoM,Linux,Linux 2.6.32 or 3.10,93,,,1,22,Technodrome,Mouser Factory,88111222,FALSE,0.23300004,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
370,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.232750058,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
371,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.233999968,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
372,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.233500004,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
373,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,22,Technodrome,Mouser Factory,88111222,FALSE,0.232750058,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
374,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.232500017,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
375,honeypot,FALSE,UoM,Linux,Linux 2.6.32,93,,,1,23,Technodrome,Mouser Factory,88111222,FALSE,0.233500004,University of Maryland,,,,,College Park,United States,38.9807,-76.9369,,
376,honeypot,TRUE,cloud,Linux,Linux 2.6.32,93,,cloud,0,30,Central Pump,DoE Water Service,88111222,FALSE,0.184499979,Google LLC,googleusercontent.com,114.67.105.34.bc.googleusercontent.com,Google LLC,Google LLC,,United States,37.751,-97.822,,
377,honeypot,TRUE,cloud,Linux,Linux 2.6.9 - 2.6.27,89,,"database,doublepulsar,medical,self-signed,honeypot,vpn",7,27,Central Pump,DoE Water Service,88111222,FALSE,,,"example.com,fhstp.ac.at","example.com,risoc.nwt.fhstp.ac.at",kabelplus GmbH,Fachhochschule St. Poelten GmbH,Maria-Anzbach,Austria,48.1901,15.9315,MS17-010,
378,honeypot,FALSE,telecom,unknown,,,,,0,21,Central Pump,DoE Water Service,88111222,FALSE,0.06674999,"CHINANET anhui province network
China Telecom
A12,Xin-Jie-Kou-Wai Street
Beijing 100088",,,,,,China,31.8639,117.2808,,
379,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,95,,ics,1,25,,,,TRUE,1.811999977,Red de servicios IP,rima-tde.net,75.red-80-28-53.staticip.rima-tde.net,TELEFONICA DE ESPANA S.A.U.,TELEFONICA DE ESPANA S.A.U.,Ajalvir,Spain,40.532,-3.4784,,
380,honeypot,TRUE,VPS,Linux,Linux 3.11 - 4.1,97,,"honeypot,self-signed,cloud",5,20,Technodrome,Mouser Factory,88111222,FALSE,0.368250012,"Choopa, LLC",vultrusercontent.com,140.82.32.62.vultrusercontent.com,"The Constant Company, LLC","Vultr Holdings, LLC",Frankfurt am Main,Germany,50.1137,8.7119,"CVE-2009-0819,CVE-2012-0490,CVE-2014-0118,CVE-2022-28614,CVE-2017-9798,CVE-2008-4098,CVE-2012-0102,CVE-2012-0101,CVE-2022-29404,CVE-2015-3183,CVE-2010-1626,CVE-2009-2446,CVE-2010-3682,CVE-2012-0087,CVE-2014-0098,CVE-2007-5925,CVE-2022-28330,CVE-2012-3499,CVE-2012-4558,CVE-2008-7247,CVE-2013-1896,CVE-2016-8612,CVE-2014-0226,CVE-2008-2079,CVE-2010-3836,CVE-2022-22721,CVE-2022-22720,CVE-2010-3834,CVE-2013-5704,CVE-2017-7679,CVE-2010-3837,CVE-2009-4019,CVE-2013-6438,CVE-2010-3833,CVE-2012-2687,CVE-2010-3677,CVE-2022-37436,CVE-2010-3838,CVE-2016-5387,CVE-2008-0226,CVE-2021-40438,CVE-2015-2575,CVE-2022-31813,CVE-2012-0114,CVE-2008-0455,CVE-2017-9788,CVE-2012-0484,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2017-3167,CVE-2021-34798,CVE-2012-0075,CVE-2012-0883,CVE-2017-3169,CVE-2015-0228,CVE-2021-44790,CVE-2008-3963,CVE-2014-0231,CVE-2009-4028,CVE-2013-1862,CVE-2010-1621,CVE-2016-4975,CVE-2006-20001,CVE-2016-8743,CVE-2022-22719,CVE-2022-28615,CVE-2022-30556,CVE-2021-39275",
381,honeypot,TRUE,VPS,Linux,Linux 3.11 - 4.1,100,,"honeypot,self-signed,cloud",5,20,Technodrome,Mouser Factory,88111222,FALSE,0.316249967,"Choopa, LLC",vultrusercontent.com,149.28.133.134.vultrusercontent.com,"The Constant Company, LLC","Vultr Holdings, LLC",Singapore,Singapore,1.2931,103.8558,"CVE-2009-0819,CVE-2012-0490,CVE-2014-0118,CVE-2022-28614,CVE-2017-9798,CVE-2008-4098,CVE-2012-0102,CVE-2012-0101,CVE-2022-29404,CVE-2015-3183,CVE-2010-1626,CVE-2009-2446,CVE-2010-3682,CVE-2012-0087,CVE-2014-0098,CVE-2007-5925,CVE-2022-28330,CVE-2012-3499,CVE-2012-4558,CVE-2008-7247,CVE-2013-1896,CVE-2016-8612,CVE-2014-0226,CVE-2008-2079,CVE-2010-3836,CVE-2022-22721,CVE-2022-22720,CVE-2010-3834,CVE-2013-5704,CVE-2017-7679,CVE-2010-3837,CVE-2009-4019,CVE-2013-6438,CVE-2010-3833,CVE-2012-2687,CVE-2010-3677,CVE-2022-37436,CVE-2010-3838,CVE-2016-5387,CVE-2008-0226,CVE-2021-40438,CVE-2015-2575,CVE-2022-31813,CVE-2012-0114,CVE-2008-0455,CVE-2017-9788,CVE-2012-0484,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2017-3167,CVE-2021-34798,CVE-2012-0075,CVE-2012-0883,CVE-2017-3169,CVE-2015-0228,CVE-2021-44790,CVE-2008-3963,CVE-2014-0231,CVE-2009-4028,CVE-2013-1862,CVE-2010-1621,CVE-2016-4975,CVE-2006-20001,CVE-2016-8743,CVE-2022-22719,CVE-2022-28615,CVE-2022-30556,CVE-2021-39275",
382,honeypot,FALSE,telecom,Linux,Linux 4.0,93,,honeypot,1,27,Technodrome,Mouser Factory,88111222,FALSE,0.328249991,"Suzhou Luojianxin Co.,ltd
Suzhou City
Jiangsu Province",,,CHINANET-BACKBONE,CHINANET-BACKBONE,,China,32.0617,118.7778,,
383,honeypot,TRUE,cloud,Linux,Linux 4.0,91,,cloud,5,30,Technodrome,Mouser Factory,88111222,FALSE,0.724000037,Amazon Technologies Inc.,"gofileroom.com,amazonaws.com","webservices.gofileroom.com,dms-metadata.gofileroom.com,api-demo.gofileroom.com,gfrcaptcha.gofileroom.com,dms-ingestion-ukqed.gofileroom.com,gfruk-elastic.gofileroom.com,cc-services-demo.gofileroom.com,gfrsp-qed.gofileroom.com,webservices-qed.gofileroom.com,services-demo.gofileroom.com,www.gofileroom.com,ukqed.gofileroom.com,gfr-kibana.gofileroom.com,gfrdemo-elastic.gofileroom.com,api-qed.gofileroom.com,gfrqed-elastic.gofileroom.com,dms-docbroker-qed.gofileroom.com,dms-security-demo.gofileroom.com,m-services-ci.gofileroom.com,member2.gofileroom.com,m-services-demo.gofileroom.com,gfrsp-ci.gofileroom.com,member-ukqed.gofileroom.com,gfrcaptcha-demo.gofileroom.com,gfrcaptcha-ukqed.gofileroom.com,dms-ingestion-qed.gofileroom.com,dms-security-qed.gofileroom.com,dms-security-ci.gofileroom.com,services-qed.gofileroom.com,dashboard-services-uk.gofileroom.com,dashboard-services-ukqed.gofileroom.com,firmflow-api.gofileroom.com,cc-services-qed.gofileroom.com,api-ukqed.gofileroom.com,ci.gofileroom.com,ec2-35-176-29-24.eu-west-2.compute.amazonaws.com,member-qed.gofileroom.com,dms-datastore-uk.gofileroom.com,dms-security-uk.gofileroom.com,dms-metadata-qed.gofileroom.com,m-services-uk.gofileroom.com,dms-datastore-demo.gofileroom.com,dashboard-services-ci.gofileroom.com,member2-qed.gofileroom.com,gfrcaptcha-qed.gofileroom.com,dms-metadata-ci.gofileroom.com,cc-services-uk.gofileroom.com,member.gofileroom.com,firmflow-api-ci.gofileroom.com,dms-ingestion-ci.gofileroom.com,dms-docbroker.gofileroom.com,demo.gofileroom.com,dms-ingestion-demo.gofileroom.com,dms-metadata-demo.gofileroom.com,webservices-uk.gofileroom.com,dashboard-services-qed.gofileroom.com,member2-ukqed.gofileroom.com,dms-metadata-ukqed.gofileroom.com,dms-datastore-qed.gofileroom.com,gfrcaptcha-ci.gofileroom.com,dms-security.gofileroom.com,gfrcaptcha-uk.gofileroom.com,services-ci.gofileroom.com,webservices-ci.gofileroom.com,dashboard-services.gofileroom.com,gfrsp-demo.gofileroom.com,member2-uk.gofileroom.com,m-services-qed.gofileroom.com,cc-services.gofileroom.com,dms-datastore-ci.gofileroom.com,member-ci.gofileroom.com,dms-security-ukqed.gofileroom.com,gfr-elastic.gofileroom.com,member2-ci.gofileroom.com,dms-ingestion.gofileroom.com,member-demo.gofileroom.com,cc-services-ukqed.gofileroom.com,uk.gofileroom.com,m-services-ukqed.gofileroom.com,dms-ingestion-uk.gofileroom.com,firmflow-api-demo.gofileroom.com,gfruk-spacereport.gofileroom.com,dms-docbroker-ukqed.gofileroom.com,dms-docbroker-ci.gofileroom.com,member2-demo.gofileroom.com,ideas.gofileroom.com,firmflow-api-qed.gofileroom.com,dashboard-services-demo.gofileroom.com,dms-docbroker-demo.gofileroom.com,dms-metadata-uk.gofileroom.com,services.gofileroom.com,webservices-ukqed.gofileroom.com,webservices-demo.gofileroom.com,dms-docbroker-uk.gofileroom.com,member-uk.gofileroom.com,api-uk.gofileroom.com,dms-datastore-ukqed.gofileroom.com,gfres.gofileroom.com,qed.gofileroom.com,dms-datastore.gofileroom.com,maintenance.gofileroom.com,gfrsp.gofileroom.com,cc-services-ci.gofileroom.com,gofileroom.com,api.gofileroom.com,m-services.gofileroom.com,api-ci.gofileroom.com","Amazon.com, Inc.",Amazon Data Services UK,London,United Kingdom,51.5142,-0.0931,,
384,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,27,Technodrome,Mouser Factory,88111222,FALSE,0.331499994,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
385,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,28,Technodrome,Dubai Factory,88111222,FALSE,0.322000027,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
386,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,24,Technodrome,Mouser Factory,88111222,FALSE,0.348750055,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
387,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,24,Technodrome,Mouser Factory,88111222,FALSE,0.305999994,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
388,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,27,Technodrome,Mouser Factory,88111222,FALSE,0.314749956,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
389,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,27,Technodrome,Mouser Factory,88111222,FALSE,0.333000004,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
390,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,24,Technodrome,Mouser Factory,88111222,FALSE,0.368749917,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
391,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,27,Technodrome,Mouser Factory,88111222,FALSE,0.338,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
392,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,23,Technodrome,Mouser Factory,88111222,FALSE,0.36924994,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
393,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,23,Technodrome,Mouser Factory,88111222,FALSE,0.371500015,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
394,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,24,DromeTech,Dubai Factory,55566600,FALSE,0.345999956,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
395,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,24,Technodrome,Mouser Factory,88111222,FALSE,0.347000003,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
396,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,25,Technodrome,Mouser Factory,88111222,FALSE,0.339999974,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
397,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,24,Technodrome,Mouser Factory,88111222,FALSE,0.314749956,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
398,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,23,Technodrome,Mouser Factory,88111222,FALSE,0.348999977,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
399,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,23,Technodrome,Mouser Factory,88111222,FALSE,0.336249948,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
400,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,24,Technodrome,Mouser Factory,88111222,FALSE,0.34525001,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
401,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,23,Technodrome,Mouser Factory,88111222,FALSE,0.370500028,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
402,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,24,Technodrome,Mouser Factory,88111222,FALSE,0.351250052,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
403,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,23,Technodrome,Mouser Factory,88111222,FALSE,0.356000006,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
404,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,21,Technodrome,Mouser Factory,88111222,FALSE,0.349250019,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
405,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,27,Technodrome,Mouser Factory,88111222,FALSE,0.369500041,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
406,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,25,Technodrome,Mouser Factory,88111222,FALSE,0.320499957,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
407,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,24,Technodrome,Mouser Factory,88111222,FALSE,0.323500037,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
408,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,24,Technodrome,Mouser Factory,88111222,FALSE,0.343249977,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
409,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,27,Technodrome,Mouser Factory,88111222,FALSE,0.354999959,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
410,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,27,Technodrome,Mouser Factory,88111222,FALSE,0.34525001,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
411,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,25,Technodrome,Mouser Factory,88111222,FALSE,0.353500068,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
412,honeypot,FALSE,unknown,Linux,Linux 2.6.32 or 3.10,96,,,2,20,Technodrome,Mouser Factory,88111222,FALSE,0.34799999,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
413,honeypot,FALSE,unknown,Linux,Linux 2.6.32,96,,,2,30,Technodrome,Mouser Factory,88111222,FALSE,0.361500025,,,,,,Dubai,United Arab Emirates,25.2582,55.3047,,
